Channel,ID,Prompt,Date
newbies 56,8.36E+17,everything  everywhere  covered in absolute darkness  ,4/26/2023
newbies 56,1.07E+18,great win   EXTERNALURL,4/26/2023
newbies 56,7.17E+17,hyper realistic Wargreymon   ,4/26/2023
newbies 56,1.04E+18,EXTERNALURL Photorealistic close up of Ryan Gosling  Leica O Series No  122 photo  black clothes  a black and white photo of Ryan Gosling with a hood on looking down  sitting at the table with a cup of cofee on right  â€“ar 16 9,4/26/2023
newbies 56,1.07E+18,superman smoking weed in the dark sky,4/26/2023
newbies 56,1.10E+18,logo with diablo huma mask  Traditional dancer from Ecuador of Inti Raymi  dressed in urban style clothing  in the background the volcano,4/26/2023
newbies 86,1.09E+18,bondi beach  woman leaving ocean in yellow bikini  sunset  waves on the background  birds flying  ultra detailed  ultra realistic  200mm  skinny woman  white  long hair  brown hair  beautiful woman  ,4/26/2023
newbies 113,3.02E+17,a lonely blue whale  swimming through the vast empty space surrounded by planets and galaxies and satellites,4/26/2023
newbies 113,1.09E+18,field of beautiful violets under dewy misty sky photo quality,4/26/2023
newbies 113,1.08E+18,A great background photo for a story book with a woman and puppy that could be a park with a beautiful green lawn and trees  and a path leading into the distance  In the foreground  there could be a happy puppy running towards the viewer  with Lily in the background  smiling and calling out his name  This would represent the joy and freedom that comes with a strong bond between a human and their puppy  as well as the adventures they can share in the great outdoors  The photo could also include other dogs and their owners  playing and enjoying the park  to highlight the importance of community and togetherness in caring for dogs ,4/26/2023
newbies 113,1.09E+18,a man swimming in 9mm ammunition in a pool without water,4/26/2023
newbies 113,6.95E+17,vampire sorcerer concept art portrait  fantasy concept art  8k resolution  gothic  deviantart  masterpiece,4/26/2023
newbies 113,1.10E+18,a taproom with a homely feel mid century modern furniture that has green and copper accents  ,4/26/2023
newbies 113,9.85E+17,Donald Trump slaying a fire breathing dragon  Trump should have a large sword in his hand and aiming at the dragon ,4/26/2023
newbies 113,3.88E+17,15 aged male student of Hogwart form slytherin studing in 1950,4/26/2023
newbies 113,1.08E+18,sihlouette of black women with hands on knees dancing beside cars in street,4/26/2023
newbies 143,6.84E+17,circular flat logo design  A R  15 vector art  ,4/26/2023
newbies 143,1.04E+18,a cat jumping around in a multi colored tulip field  Photorealistic,4/26/2023
newbies 143,1.07E+18,texture of different crystals  ,4/26/2023
newbies 173,9.99E+17,lip sync battle duel_ little mobile stage_ supermarket parking lot_ ultra hd_ Canon  ,4/26/2023
newbies 173,4.40E+17,A geometric whale logo,4/26/2023
newbies 173,5.09E+17,silhouette of a little man holding a bunny toy while sitting on a rope swing hanging off a weeping willow tree  white background with deep roots,4/26/2023
newbies 173,8.80E+17,modern vector logo of a Star of David inside a flower,4/26/2023
newbies 3,1.10E+18,a top view shot of a yellow taxi cab surrounded by different arab people all arround looking some looking at each other others make the taxi the main focus,4/26/2023
newbies 3,1.09E+18,black and white french lady drinks coffee on a balcony  ,4/26/2023
newbies 3,7.00E+17,logo of cartoon light brown teddy bear  floating pink heart above head  hello kitty and bape baby milo art style  white background,4/26/2023
newbies 3,1.09E+18,lazy sky,4/26/2023
newbies 3,1.07E+18,city carved in ice  surrounded by evergreen forerests  ice fields  snowy mountains  highly detailed  photorealistic,4/26/2023
newbies 3,5.18E+17,old apple computer isometric  ,4/26/2023
newbies 3,8.10E+17,Hegel having a beer with Zizek and Lacan,4/26/2023
newbies 3,1.09E+18,black flying saucer over Prague LED  RGB  sunset  nice weather  birds  8k  4k  ultra quality  details  realistic  ,4/26/2023
newbies 3,1.09E+18,Creditors messaging on mobile phone to debtors  ,4/26/2023
newbies 33,1.06E+18,Emperors of Djollof darkskins on his the balconies of his Sehelian Wolof palace watching the peoples,4/26/2023
newbies 33,1.10E+18,aries astrology glam leader,4/26/2023
newbies 33,7.07E+17,chicken nugget inside shirt pocket cinematic realistic 8k red and white,4/26/2023
newbies 33,1.07E+18,red forest with orange thermal spa  higly detailed  eye level ground camera angle  photorealistic,4/26/2023
newbies 33,3.24E+17,turn around of japanese zombie man  horror style  sketch,4/26/2023
newbies 33,1.52E+17,a new flag for the city of Fort Collins  Make it vibrant and bright featuring Horsetooth Mountain  ,4/26/2023
newbies 63,1.09E+18,minimalistic line art of a tropical island being viewed from the sky  Black and white,4/26/2023
newbies 93,8.04E+16,photo in style of a vintage photography diaplying a strange carridge like contraption that also looks a little bit like a metalic spider robot in style of 1900 imagined robots  has some traction engine like elements  also reminiscent of a loocomotive froma round year 1900 ,4/26/2023
newbies 93,7.03E+17,Portrait of a female model dressed in a vintage outfit similar to the lofi music woman aesthetic  sitting on a chair with her back slightly hunched  looking down at a vinyl record that she s holding in her hands  in a dimly lit room with vintage decor such as old posters  books  and a record player  during late afternoon with warm and soft natural light coming in from a window  casting gentle shadows on the model s face  and shot with a 50mm prime lens with a slightly wide aperture to create shallow depth of field and focus on the model s face and hands  stylize 1000  1,4/26/2023
newbies 93,1.54E+17,Create an electrifying neon punk inspired illustration of the Pancore Jackhammer shotgun in a cyberpunk inspired style  Use a digital medium to capture the weapon s unique design  taking inspiration from real world firearms and futuristic technology  The color palette should be primarily dark and moody  with neon accents that highlight key features of the weapon  such as its magazine and firing mechanism  Use a camera angle that emphasizes the weapon s intimidating appearance  with details such as bullet casings and smoke that add to the overall look and feel of the photo  Incorporate elements such as neon lights and futuristic advertisements that convey a sense of energy and activity ,4/26/2023
newbies 93,8.13E+17,The futuristic Fachwerk style house is a remarkable blend of traditional German architecture and modern design  combining the best of both worlds  This single family home boasts a spacious garden and garage  providing ample outdoor space for relaxation and recreation  The exterior of the house features the distinctive Fachwerk style timber frame  but with a sleek and minimalist twist  The wooden frame is complemented by smooth  contemporary materials such as glass and steel  creating an exciting and futuristic look  The interior of the house features high ceilings  large windows  and an abundance of natural light  creating a bright and welcoming atmosphere  Large glass doors lead to the garden  allowing easy access to outdoor entertainment and relaxation  The garage is connected to the house and features an automatic door for easy access  The garden is beautifully landscaped  providing a peaceful and relaxing retreat from the busy world outside  Overall  the futuristic Fachwerk style house is a stunning example of modern design and traditional German architecture  offering a perfect balance of functionality  comfort  and aesthetics ,4/26/2023
newbies 93,1.09E+18,A teenage woman arguing with her mother,4/26/2023
newbies 17,2.68E+17,Charles leclerc winning the world championship,4/26/2023
newbies 17,9.18E+17,an infinite perspective of complex symmetrical geometric shapes with a wide range of color and light in a 3d perspective with one person strategically placed so as not to be the focus of the photo but add a bit of depth to it  ,4/26/2023
newbies 17,1.03E+18,an violet background with an array of trains in rows  in the style of solarization  minimalistic objects  collage like  aerial view  composed  minimal retouching  stylish  smooth  ,4/26/2023
newbies 17,1.09E+18,A tiger warrior in profile wearing full body and face armour in contrasting light,4/26/2023
newbies 47,3.61E+17,Two men are facing each other on a desolate street on a cold evening  each carrying an electric guitar on their back   ,4/26/2023
newbies 47,1.06E+18,K G B letters  3d style  rounded,4/26/2023
newbies 47,1.10E+18,cuban buffet  4k  realistic  product photography  logo  png  white background  stand  cake stand,4/26/2023
newbies 77,9.94E+17,watercolor cherry pie sitting on the kitchen window to chill  hd  cream background  space out  ,4/26/2023
newbies 77,8.15E+17,a painting by Fabio Cembranelli of a Caucasian mother rebukes her Caucasian preschool daughter  they are sitting in the living room  The atmosphere is soft  warm colors  bright  ,4/26/2023
newbies 77,4.74E+17,handsome arrogant young man with violet eyes and a sharp jaw  Fairy ears  elongated canine  short black hair and olive skin,4/26/2023
newbies 77,8.96E+17,A Mandala  Simple but effectfull black lines  white background  Shown is a cute Dragon  Cartoon Style  with a glorious appereance  The only colours are black and white  white for the background  black for the lines the dragon is made from  color the spaces in between the dragon white as well  Simple for kids  shapes of the dragon with black lines  simple line art  printable line art  crisp lines  thin lines   ,4/26/2023
newbies 13,8.65E+17,far perspective of fields of wind turbines generating energy and many small data centers scattered in the landscape minimalist landscape photoraphy,4/26/2023
newbies 13,1.09E+18,Gorgeous Gay man handing a rainbow flag  neon glow highlights  Harper Bazaar style  8k  ,4/26/2023
newbies 13,6.92E+17,flat vector logo ultra minimal graphic  engineering company  no realistic photo detail shading,4/26/2023
newbies 13,8.00E+17,an shadow of a woman 25 years old in the dark  oil painting  symbolize death  ,4/26/2023
newbies 13,1.10E+18,as a rapper in golden chain,4/26/2023
newbies 13,1.10E+18,dramatic photography  black and white  in a raining night  a man across the street with a red umbrella   ,4/26/2023
newbies 13,1.05E+18,Side view of three Harley Davidson motorbikes in a row  open road with trees either side  ultra HD  4K  hi definition ,4/26/2023
newbies 13,8.48E+17,Men wearing a camping backpack and hiking boots  with protective gear such as a hike hat and sunglasses  The person should be standing in a natural setting  such as a forest or on a mountain trail  upscaled  8k incredibly detailed  sharpen  details   professional lighting  photography lighting   50mm  80mm 100m   lightroom gallery  ,4/26/2023
newbies 13,9.13E+17,black and white illustration of wolverine scratch,4/26/2023
newbies 13,1.06E+18,Plastic transparent facade in Art Nouveau style illuminated inside by chic chandeliers  Alberta street in Riga  ,4/26/2023
newbies 43,9.57E+17,create me a homepage for a portfolio of creative developer and 3D developer on desktop with a 3D element  ui  design  minimal,4/26/2023
newbies 43,1.07E+18,EXTERNALURL DJ PLAY MUSIC,4/26/2023
newbies 43,1.07E+18,baby penguin  3D  Kawaii  pink and purple gradient background,4/26/2023
newbies 43,9.32E+17,EXTERNALURL eating meatballs,4/26/2023
newbies 43,4.09E+17,show very dirty sad comforters alive among the trash cans,4/26/2023
newbies 43,6.94E+17,EXTERNALURL disney cartoons characters coco,4/26/2023
newbies 43,6.03E+17,half page advertisement about ceramic art  ,4/26/2023
newbies 43,8.55E+17,EXTERNALURL cartoon character by Max Fleischer   ,4/26/2023
newbies 43,1.08E+18,an ant wearing a rolex watch,4/26/2023
newbies 43,1.10E+18,logo Vm   Dm,4/26/2023
newbies 73,1.08E+18,Music fairy of a cute woman about 7 years old  playing a flute like instrument  in the background a bright garden  in the style of Alphonse Mucha  ,4/26/2023
newbies 73,7.56E+17,A child crying in her room isometric illustration â€“ 4,4/26/2023
newbies 26,4.37E+17,an indian woman wearing saree climbing steps to an altar worshipping snake god  surrounded by fire lamps  cinematic  detailed  glowing lights  hyper real photograph   ,4/26/2023
